Number,GivenName,Surname,Birthday,StreetAddress,NameSet,EmailAddress,TelephoneNumber,Kilograms,CCType,CCNumber,CVV2,CCExpires,Vehicle
1998,Kathrin,Abend,5/23/1948,"Borstelmannsweg 24",German,KathrinAbend@dayrep.com,"09572 28 44 65",88.3,MasterCard,5462631626434908,384,2/2017,"1995 Reliant Scimitar"
2010,Viollette,CinqMars,4/9/2001,"19 rue Jean Vilar",French,ViolletteCinqMars@jourrapide.com,05.36.71.54.25,73.5,MasterCard,5125488693365195,858,8/2019,"2006 Pontiac GTO"
1999,Steffen,Diederich,7/31/1965,"Ufnau Strasse 98",German,SteffenDiederich@superrito.com,"08336 19 27 18",92.7,Visa,4485264933921353,786,10/2021,"2003 Bugatti EB 118"
2012,Marsilius,Gingras,5/25/1983,"81 rue Banaudon",French,MarsiliusGingras@armyspy.com,04.38.37.87.82,80.3,MasterCard,5524412633236107,955,5/2020,"1996 Volkswagen Caddy"
2000,Martin,Neudorf,8/15/1953,"Schoenebergerstrasse 3",German,MartinNeudorf@jourrapide.com,"03761 91 74 90",77.9,MasterCard,5560699225173731,582,12/2018,"1999 Riley MR II"
2013,Heloise,Tessier,5/30/1980,"27 rue Sadi Carnot",French,HeloiseTessier@einrot.com,01.96.19.32.03,52.6,MasterCard,5495995054726981,023,12/2020,"2008 Nissan Maxima"
2015,Guillaume,Cuillerier,8/11/1997,"14 rue Sébastopol",French,GuillaumeCuillerier@dayrep.com,05.80.30.89.31,94.3,Visa,4485677975789943,893,5/2021,"1996 Ford Thunderbird"
2023,Clémence,Covillon,7/25/1986,"2 Chemin Du Lavarin Sud",French,ClemenceCovillon@cuvox.de,04.95.02.91.06,73.3,Visa,4716275838818461,554,11/2017,"1997 Volkswagen Gol"
2024,Laurene,Brisette,3/24/1999,"33 cours Jean Jaures",French,LaureneBrisette@jourrapide.com,05.08.27.30.20,78.1,MasterCard,5342901128057432,711,1/2020,"2006 Tata Indica"
2036,Eloise,Garreau,4/13/1931,"91 rue Pierre Motte",French,EloiseGarreau@teleworm.us,05.42.27.89.85,77.2,MasterCard,5433844375815542,233,2/2017,"2015 BMW M6"
2037,Julienne,Tardif,5/15/1970,"82 rue du Château",French,JulienneTardif@superrito.com,02.63.42.00.99,99.9,Visa,4556117643797220,813,10/2017,"2006 Seat Cordoba"
2038,Juliette,Ratté,9/25/1968,"59 Place Napoléon",French,JulietteRatte@jourrapide.com,03.14.31.11.12,50.1,MasterCard,5125830346153140,030,10/2017,"2010 Chevrolet Captiva"
2039,Ambra,Chalifour,9/24/2000,"84 avenue Voltaire",French,AmbraChalifour@teleworm.us,05.15.69.42.34,61.9,Visa,4532040461498219,307,11/2017,"2006 Dodge Caravan"
2041,Christelle,Begin,9/2/1992,"11 boulevard de Prague",French,ChristelleBegin@armyspy.com,04.67.57.67.51,61.3,MasterCard,5569373726329660,212,10/2019,"1999 Mercedes-Benz SL"
2050,Cloridan,"Du Trieux",7/6/1988,"65 rue de Penthièvre",French,CloridanDuTrieux@dayrep.com,01.91.31.04.33,73.6,Visa,4532081217525160,185,3/2017,"2011 Toyota Yaris"
2055,Oriel,Achin,5/7/1985,"8 rue Sadi Carnot",French,OrielAchin@cuvox.de,04.60.58.79.77,55.9,Visa,4532858702883489,028,4/2018,"2008 Dodge Nitro"
2060,Aubrey,Monrency,6/26/2001,"11 rue Descartes",French,AubreyMonrency@fleckens.hu,03.02.82.66.63,50.1,MasterCard,5548643006337468,953,11/2021,"2008 Toyota Tundra"
2061,Zdenek,Chevrette,11/10/1977,"13 rue Saint Germain",French,ZdenekChevrette@armyspy.com,01.28.44.15.09,112.4,Visa,4539455052262688,665,2/2020,"2012 Daewoo Lacetti"
2062,Russell,Henrichon,4/15/1997,"83 Rue de Verdun",French,RussellHenrichon@gustr.com,03.20.61.25.56,69.5,Visa,4532053767634460,335,10/2018,"2012 Mitsubishi ASX"
2068,Eglantine,Pelland,5/15/2001,"92 avenue Jules Ferry",French,EglantinePelland@teleworm.us,01.51.14.92.23,63.9,Visa,4539816949846126,062,10/2019,"1997 Cadillac DeVille"
2071,Cinderella,Chnadonnet,10/13/1990,"47 Rue de Strasbourg",French,CinderellaChnadonnet@cuvox.de,01.28.96.06.13,98.7,Visa,4929592453617975,467,4/2019,"2010 Fiat Strada"
2074,Verrill,Bériault,12/27/1984,"41 rue du Général Ailleret",French,VerrillBeriault@einrot.com,03.00.92.82.89,107.3,MasterCard,5467581558162453,628,7/2017,"2010 Alfa Romeo MiTo"
2075,Sabine,Lavallée,10/10/1989,"51 rue Marie de Médicis",French,SabineLavallee@einrot.com,05.66.49.52.10,73.1,Visa,4539764648681222,733,12/2019,"2014 Cadillac CTS Wagon"
2078,Jessamine,Pelchat,11/6/1999,"86 boulevard Aristide Briand",French,JessaminePelchat@superrito.com,05.66.74.48.33,62.7,MasterCard,5178763798342851,947,6/2019,"2005 Ford F-150"
2081,Audrey,Saindon,9/20/1982,"94 rue des lieutemants Thomazo",French,AudreySaindon@teleworm.us,03.17.26.32.96,70.3,Visa,4485910275440366,795,11/2021,"1995 Chrysler Concorde"
2082,Jacquenett,Dodier,6/14/1997,"87 rue Isambard",French,JacquenettDodier@rhyta.com,05.76.36.01.13,58.3,Visa,4716029277105892,690,12/2018,"2008 Daewoo Lacetti"
2084,Alexandrin,Alexandre,11/21/1969,"98 rue de la République",French,AlexandrinAlexandre@rhyta.com,03.05.68.98.45,65.6,MasterCard,5325394164834537,648,2/2017,"2011 Volkswagen T5"
2086,Zdenek,Courtois,7/1/1981,"31 rue du Clair Bocage",French,ZdenekCourtois@einrot.com,05.53.74.39.11,113.0,Visa,4556699769809285,024,6/2020,"2004 Peugeot 907"
2087,Allyriane,Baril,10/11/1941,"25 rue Léon Dierx",French,AllyrianeBaril@einrot.com,01.21.33.65.87,52.8,Visa,4929586536417163,571,4/2018,"2012 Audi S4"
2091,Demi,Moïse,5/3/1964,"37 Rue du Limas",French,DemiMoise@rhyta.com,04.21.22.91.45,70.4,MasterCard,5424079620018748,557,4/2020,"2001 Daihatsu Terios"
2093,Ormazd,Brault,10/6/1964,"55 rue Grande Fusterie",French,OrmazdBrault@jourrapide.com,04.64.57.44.46,53.1,Visa,4716686358056052,318,4/2018,"2001 Ford Puma"
2095,Xarles,Allard,8/5/1957,"19 boulevard Aristide Briand",French,XarlesAllard@jourrapide.com,05.48.27.37.81,87.4,Visa,4539059952750196,836,5/2020,"2002 Vector M12"
2099,Anton,Chabot,9/2/1945,"68 rue Marguerite",French,AntonChabot@armyspy.com,01.87.80.76.34,65.3,MasterCard,5323966182019969,139,4/2019,"2005 Toyota Camry"
2101,Clémence,Quenneville,2/12/1982,"94 rue Marie de Médicis",French,ClemenceQuenneville@jourrapide.com,01.42.35.13.13,58.5,Visa,4916372107573675,573,5/2019,"1998 Buick Signia"
2107,Wyatt,Vincent,10/18/1989,"20 rue de Lille",French,WyattVincent@gustr.com,03.52.62.89.71,83.2,MasterCard,5155686149179507,106,3/2020,"1995 Oldsmobile Aurora"
2110,Xavier,Marchesseault,3/31/1977,"52 rue Beauvau",French,XavierMarchesseault@superrito.com,04.02.16.07.68,108.4,MasterCard,5413103503433494,536,12/2017,"1998 Isuzu VX-02"
2111,Vincent,Boulanger,10/7/1966,"60 quai Saint-Nicolas",French,VincentBoulanger@rhyta.com,05.61.44.47.85,64.0,Visa,4716714835333934,866,6/2021,"1994 Toyota Land Cruiser"
2112,Josephe,Ducharme,3/5/1949,"22 rue de l'Epeule",French,JosepheDucharme@teleworm.us,01.91.17.08.61,89.3,Visa,4916899036883239,118,12/2019,"1996 Porsche 993"
2113,Aiglentina,Racicot,12/17/1965,"90 rue Sébastopol",French,AiglentinaRacicot@teleworm.us,05.00.46.14.34,82.3,Visa,4539920025099988,320,12/2019,"1993 Ford Aspire"
2114,Julienne,Arpin,9/6/1935,"8 boulevard de Prague",French,JulienneArpin@superrito.com,04.00.97.39.66,85.5,Visa,4929298888853421,426,3/2021,"2008 Jaguar XJ"
2119,Edmee,Salois,8/13/1931,"82 rue Gustave Eiffel",French,EdmeeSalois@fleckens.hu,04.65.97.98.41,51.1,Visa,4485317247146776,828,3/2018,"2008 Subaru Legacy"
2122,Clovis,Dodier,12/9/1941,"49 Avenue Millies Lacroix",French,ClovisDodier@armyspy.com,01.61.91.67.14,79.6,MasterCard,5438299265026392,292,2/2018,"2011 Brilliance BS4"
2123,Zdenek,Lamoureux,9/2/1960,"78 rue Marguerite",French,ZdenekLamoureux@jourrapide.com,04.95.59.11.97,91.8,Visa,4485627334466501,325,7/2017,"1999 Chevrolet Silverado"
2129,Dominique,Desruisseaux,4/21/1930,"8 Chemin des Bateliers",French,DominiqueDesruisseaux@cuvox.de,02.41.90.90.17,74.8,MasterCard,5222741476280649,947,3/2020,"2010 Hyundai Atos"
2130,René,Morneau,3/28/1967,"71 Rue de la Pompe",French,ReneMorneau@jourrapide.com,02.71.26.75.70,82.5,MasterCard,5240562289638213,432,3/2018,"2003 Vauxhall Corsa"
2132,Thiery,Berie,4/8/1988,"59 rue Petite Fusterie",French,ThieryBerie@rhyta.com,04.38.97.66.80,90.7,MasterCard,5556755296171271,408,11/2018,"1997 Toyota RAV4"
2134,Esmeraude,Fecteau,10/4/1930,"4 rue Léon Dierx",French,EsmeraudeFecteau@rhyta.com,03.59.60.20.45,81.6,Visa,4539669347971685,401,10/2017,"2005 Proton Impian"
2136,Claude,Rousseau,10/3/1962,"49 rue Reine Elisabeth",French,ClaudeRousseau@cuvox.de,04.58.58.49.65,100.9,MasterCard,5267537029060751,692,1/2018,"2007 Mitsubishi Space Star"
2138,Madeleine,Carignan,6/24/1956,"46 boulevard de Prague",French,MadeleineCarignan@cuvox.de,01.98.17.17.38,51.4,MasterCard,5122415981560370,132,2/2018,"1995 BMW 730"
2146,Quennel,Dandonneau,9/29/1995,"78 rue Gontier-Patin",French,QuennelDandonneau@armyspy.com,03.53.70.71.61,66.0,MasterCard,5382131087561874,212,10/2020,"2008 Renault Megane"
2149,Alexandrin,Majory,1/20/1942,"61 quai Saint-Nicolas",French,AlexandrinMajory@teleworm.us,03.17.16.83.80,88.2,MasterCard,5169914190546406,877,9/2020,"2010 Citroen C-Crosser"
2155,Claude,Sevier,9/19/1951,"13 rue du Château",French,ClaudeSevier@superrito.com,04.32.50.75.84,109.3,Visa,4916276323412297,799,1/2018,"2009 Mazda MPV"
2160,Ormazd,Gendron,12/9/1963,"40 Square de la Couronne",French,OrmazdGendron@fleckens.hu,01.28.48.05.37,90.4,Visa,4716915968526430,322,6/2017,"2006 Nissan Almera"
2164,Élisabeth,Laprise,6/10/1943,"41 Rue de Verdun",French,ElisabethLaprise@einrot.com,03.75.40.39.06,95.4,Visa,4929441574961914,966,1/2017,"2006 Mazda MazdaSpeed6"
2166,Avril,LaGrande,10/31/1948,"45 Rue du Limas",French,AvrilLaGrande@dayrep.com,05.91.18.88.45,86.4,Visa,4485440730040833,015,6/2018,"2000 Ford 24.7"
2167,Joséphine,Pellerin,7/2/1945,"82 rue Victor Hugo",French,JosephinePellerin@superrito.com,01.84.80.46.25,88.9,Visa,4532139320612323,687,3/2020,"2012 Chevrolet Impala"
2168,Stéphane,Laderoute,6/28/1967,"29 avenue de Bouvines",French,StephaneLaderoute@superrito.com,05.49.51.37.53,93.4,MasterCard,5239539397295261,647,5/2019,"1997 Nissan 200 SX Silvia"
2172,Patience,Coudert,1/26/1952,"1 rue Michel Ange",French,PatienceCoudert@rhyta.com,01.98.80.98.33,61.8,MasterCard,5485905981380440,405,2/2017,"1997 Chrysler Viper"
2173,Joséphine,Larivière,11/30/1960,"61 rue de la Boétie",French,JosephineLariviere@armyspy.com,05.60.49.48.78,77.0,Visa,4716759609306459,555,10/2019,"2011 Ascari KZ1"
2175,Erembourg,Babin,5/29/1988,"86 Rue de Strasbourg",French,ErembourgBabin@gustr.com,04.40.88.31.26,86.4,Visa,4539690553218462,088,4/2019,"2007 Mitsubishi Endeavor"
2177,Zoé,Avare,9/8/1960,"53 Rue Roussy",French,ZoeAvare@superrito.com,02.02.41.01.04,57.9,MasterCard,5390727452931665,971,4/2019,"2000 Audi A4"
2178,Arridano,Plouffe,11/6/1988,"75 Rue Bonnet",French,ArridanoPlouffe@fleckens.hu,03.87.63.76.96,101.3,Visa,4716949717887280,684,7/2018,"1997 Toyota Previa"
2181,Agnès,Salmons,7/7/1987,"74 rue de Geneve",French,AgnesSalmons@fleckens.hu,03.97.32.74.86,62.9,MasterCard,5364334966516124,063,7/2018,"2014 Dodge Dart"
2186,Corinne,Chaloux,12/22/1974,"67 Rue de Verdun",French,CorinneChaloux@jourrapide.com,05.05.23.22.40,86.6,MasterCard,5358520936097355,954,7/2019,"2006 Mazda 6"
2188,Dominique,Beaudouin,5/18/1990,"51 quai Saint-Nicolas",French,DominiqueBeaudouin@superrito.com,02.50.51.83.73,48.9,Visa,4929968597301454,895,9/2019,"2003 BMW M3"
2189,Alexandrin,Ratté,9/7/1942,"74 Rue du Limas",French,AlexandrinRatte@gustr.com,03.00.41.90.79,66.6,Visa,4916607645548071,953,3/2017,"2014 Hyundai Genesis"
2190,Jessamine,Clavette,4/3/1962,"71 avenue de Provence",French,JessamineClavette@dayrep.com,04.73.26.99.18,91.6,MasterCard,5517000567429423,883,4/2021,"2015 Lexus ES 300h"
2191,Fifi,Vernadeau,6/10/1930,"51 avenue Voltaire",French,FifiVernadeau@fleckens.hu,01.01.13.78.03,60.8,Visa,4916040912652113,110,1/2018,"2008 Maybach 62"
2197,Vivienne,Francoeur,2/1/1936,"9 rue Reine Elisabeth",French,VivienneFrancoeur@cuvox.de,03.39.43.96.30,59.9,Visa,4539711963019983,645,1/2017,"2004 Hummer H2"
2198,Julie,Lemelin,5/9/1956,"73 rue du Clair Bocage",French,JulieLemelin@superrito.com,04.44.83.65.60,84.0,MasterCard,5249572381753456,331,11/2021,"2011 BMW 135"
2202,Trinette,Thériault,6/16/1953,"7 boulevard Albin Durand",French,TrinetteTheriault@gustr.com,04.73.88.25.72,52.3,MasterCard,5239469748008579,874,2/2019,"2012 Audi RS3"
2207,Loring,Labossière,3/16/1954,"86 rue des Dunes",French,LoringLabossiere@cuvox.de,05.26.97.15.10,88.2,Visa,4916192012339768,110,2/2020,"1995 BMW Z3"
2208,Marlon,Mailloux,11/13/1996,"11 boulevard d'Alsace",French,MarlonMailloux@superrito.com,01.66.27.99.30,83.9,MasterCard,5352952215246351,916,6/2021,"2004 Renault Scenic"
2213,Odelette,Mailhot,3/20/1995,"60 rue des Nations Unies",French,OdeletteMailhot@rhyta.com,02.25.83.75.64,53.3,MasterCard,5269202786901576,578,4/2021,"1993 Oldsmobile Silhouette"
2216,René,Tollmache,5/27/1971,"24 rue du Clair Bocage",French,ReneTollmache@jourrapide.com,02.64.05.98.61,114.8,Visa,4716905917293984,893,6/2021,"2004 Mitsubishi Outlander"
2219,Emmeline,Chaussée,10/22/1999,"83 rue de l'Epeule",French,EmmelineChaussee@einrot.com,02.55.55.74.47,76.1,MasterCard,5332890509903698,698,4/2018,"2011 Ford Maverick"
2222,Apolline,Loiseau,11/17/1935,"47 rue Grande Fusterie",French,ApollineLoiseau@gustr.com,01.57.73.06.56,69.6,MasterCard,5508609771382938,930,9/2021,"2005 Toyota Yaris"
2223,Fiacre,Lemieux,6/6/1943,"88 rue Gouin de Beauchesne",French,FiacreLemieux@cuvox.de,01.84.79.79.30,64.0,MasterCard,5475316340491385,883,4/2018,"2011 Hyundai Grandeur"
2224,Ganelon,Vaillancourt,4/30/1998,"40 avenue du Marechal Juin",French,GanelonVaillancourt@superrito.com,02.72.60.63.24,71.1,MasterCard,5239442686251956,599,1/2019,"2001 Pontiac Vibe"
2226,Garland,Parenteau,3/5/1969,"12 Place Charles de Gaulle",French,GarlandParenteau@cuvox.de,03.38.13.52.03,61.7,Visa,4556919867017247,643,8/2020,"2004 Acura RSX"
2228,Searlait,Jolicoeur,12/25/1965,"56 Cours Marechal-Joffre",French,SearlaitJolicoeur@dayrep.com,05.25.76.70.50,88.8,Visa,4929113059109018,638,11/2020,"1994 Mitsubishi Lancer"
2229,Julien,Goddu,3/13/1978,"75 Rue Joseph Vernet",French,JulienGoddu@rhyta.com,05.08.83.79.18,114.4,Visa,4539975251898024,096,6/2018,"1993 Renault Espace"
2231,Moore,Gaudreau,3/13/2000,"86 rue des Soeurs",French,MooreGaudreau@fleckens.hu,04.00.25.85.86,43.2,Visa,4556156283730570,582,7/2019,"1999 Saab 9-3"
2234,Hélène,Coulombe,12/28/1945,"3 rue Marie de Médicis",French,HeleneCoulombe@fleckens.hu,04.70.05.28.55,57.6,Visa,4485308046322106,183,2/2017,"2001 Buick Blackhawk"
2240,Hamilton,Tisserand,7/11/1995,"94 rue Ernest Renan",French,HamiltonTisserand@fleckens.hu,02.44.33.82.33,61.2,MasterCard,5595462639914326,817,12/2018,"1995 Fiat Barchetta"
2241,Paige,Batard,5/24/1939,"87 Chemin Des Bateliers",French,PaigeBatard@dayrep.com,05.40.77.04.35,61.2,MasterCard,5462137658130869,505,2/2020,"2008 Renault Trafic"
2243,Iven,Gougeon,11/25/1941,"3 boulevard d'Alsace",French,IvenGougeon@dayrep.com,01.85.02.36.29,68.5,MasterCard,5192236994090972,012,4/2019,"2012 Renault Grand Scenic"
2244,Gaston,Fongemie,6/25/1972,"1 rue Ernest Renan",French,GastonFongemie@jourrapide.com,02.44.34.04.94,69.8,MasterCard,5530067474380034,656,4/2017,"2000 Toyota Opa"
2246,Henriette,Blanchard,9/17/1968,"17 Avenue des Pr'es",French,HenrietteBlanchard@fleckens.hu,04.05.87.15.72,93.0,Visa,4539384793074386,594,8/2017,"2008 Holden Barina"
2247,Genevre,Quiron,2/27/1965,"82 rue de la Boétie",French,GenevreQuiron@cuvox.de,01.02.10.21.36,60.4,Visa,4929516509656596,155,4/2017,"2000 Proton 300"
2248,Ferragus,Grondin,7/25/1965,"53 rue de la Hulotais",French,FerragusGrondin@armyspy.com,05.79.10.92.61,111.5,MasterCard,5580464614868334,667,3/2019,"2004 Fiat Palio"
2258,Nicolette,Daoust,3/3/1950,"46 rue des Soeurs",French,NicoletteDaoust@armyspy.com,04.13.83.83.08,74.3,MasterCard,5274530080983889,504,3/2018,"2000 Lada Samara II"
2259,Eliot,Rocher,6/17/1983,"85 Rue Joseph Vernet",French,EliotRocher@rhyta.com,05.15.71.33.97,62.6,Visa,4916699782772440,686,4/2021,"2001 Dodge Durango"
2260,Berangaria,Rouleau,8/29/1994,"52 rue Goya",French,BerangariaRouleau@jourrapide.com,01.84.41.56.65,88.9,Visa,4532520011734775,586,1/2019,"2014 Lexus IS 250"
2263,Amber,Bienvenue,3/28/1998,"78 rue Descartes",French,AmberBienvenue@superrito.com,03.85.86.07.63,65.8,Visa,4556437966214995,562,11/2017,"2003 Honda Integra"
2264,Brie,Quiron,9/23/1931,"22 avenue de Bouvines",French,BrieQuiron@fleckens.hu,03.69.33.15.82,59.6,Visa,4929767074528013,148,8/2019,"1994 Bentley Brooklands"
2270,Daniel,Marchesseault,2/17/1951,"46 rue de Geneve",French,DanielMarchesseault@armyspy.com,03.59.53.37.44,67.5,Visa,4539546822795617,927,11/2020,"2003 Infiniti FX"
2274,Audric,"De La Vergne",5/8/1958,"8 rue du Général Ailleret",French,AudricDeLaVergne@dayrep.com,01.10.70.06.79,92.2,MasterCard,5459566077339104,210,7/2020,"2002 Audi RS6"
2275,Tristan,Labelle,4/22/1974,"41 quai Saint-Nicolas",French,TristanLabelle@gustr.com,05.35.74.50.02,99.7,Visa,4556340374601524,363,2/2018,"2004 BMW 520"
2280,Berangaria,Covillon,10/24/1976,"22 avenue Jean Portalis",French,BerangariaCovillon@teleworm.us,01.99.13.93.70,93.8,Visa,4539933747236424,181,5/2019,"2007 Pontiac Vibe"
2284,Travers,Sylvain,4/2/1952,"22 rue Reine Elisabeth",French,TraversSylvain@cuvox.de,03.72.67.88.45,100.3,MasterCard,5567357669435479,089,10/2020,"2006 Chevrolet Uplander"
2286,Victor,Boileau,3/16/1967,"19 avenue de Bouvines",French,VictorBoileau@dayrep.com,03.93.23.19.77,73.2,MasterCard,5175199808661696,925,6/2018,"1995 Lotus Elan"
2289,Angelique,Trudeau,11/5/1979,"12 rue Sébastopol",French,AngeliqueTrudeau@armyspy.com,05.76.48.88.20,54.6,MasterCard,5122735491353093,336,9/2021,"2002 Daewoo Rezzo"
2291,Morgana,Rossignol,3/10/1955,"28 rue du Clair Bocage",French,MorganaRossignol@armyspy.com,05.55.13.21.21,55.4,MasterCard,5408142141625183,365,7/2019,"2002 Suzuki Aerio"
2292,Falerina,Sorel,2/23/1940,"70 avenue Ferdinand de Lesseps",French,FalerinaSorel@teleworm.us,02.16.76.95.40,95.1,Visa,4539667047233000,270,3/2021,"2009 SsangYong Korando"
2293,Gauthier,CinqMars,12/18/1936,"97 rue des Coudriers",French,GauthierCinqMars@rhyta.com,03.79.04.32.21,83.3,MasterCard,5315909131091994,706,11/2019,"1992 Ford Granada"
2296,Liane,Demers,9/16/1976,"2 rue Grande Fusterie",French,LianeDemers@cuvox.de,04.38.41.24.59,50.9,Visa,4556616987977694,069,4/2019,"2009 Mercedes-Benz SLR McLaren"
2298,Aubine,Dastous,8/7/1965,"12 rue de la Mare aux Carats",French,AubineDastous@dayrep.com,04.06.39.68.77,105.4,Visa,4556497252981798,662,11/2018,"2015 Ford F-350 Super Duty"
2299,Latimer,Bureau,9/29/1946,"60 rue Petite Fusterie",French,LatimerBureau@armyspy.com,04.93.96.36.70,87.3,Visa,4716377277049465,495,1/2019,"2000 Volvo V40"
2302,Pascaline,Michaud,4/27/1967,"18 rue Porte d'Orange",French,PascalineMichaud@armyspy.com,05.77.74.00.26,102.3,MasterCard,5334755667360429,942,12/2020,"2004 Porsche 996"
2305,Pascaline,Bourgouin,1/29/1991,"5 Avenue des Tuileries",French,PascalineBourgouin@fleckens.hu,03.94.94.92.27,86.7,Visa,4485421814135780,631,4/2021,"2011 SsangYong Kyron"
2307,Marie,Deschênes,12/9/1953,"92 rue du Fossé des Tanneurs",French,MarieDeschenes@superrito.com,04.39.25.99.93,67.6,Visa,4716647261132323,954,1/2019,"2005 Pontiac Vibe"
2308,Patricia,Guay,6/7/1953,"24 rue Lenotre",French,PatriciaGuay@rhyta.com,02.44.05.44.00,94.2,MasterCard,5228850403635397,232,9/2021,"1999 Buick Regal"
2312,Babette,Salois,5/10/1994,"39 rue Banaudon",French,BabetteSalois@einrot.com,04.36.35.95.23,96.2,MasterCard,5242929720068912,871,12/2020,"2000 Rover 75"
2313,Senior,Marcil,5/8/1936,"63 cours Jean Jaures",French,SeniorMarcil@gustr.com,01.29.25.52.80,95.9,Visa,4716971772183868,708,12/2020,"2002 Honda Stream"
2316,Fifine,Crête,3/20/1940,"23 place de Miremont",French,FifineCrete@dayrep.com,01.21.46.69.55,56.9,Visa,4916686932606545,806,7/2021,"2008 Ford Edge"
2318,Henriette,Robitaille,9/26/1988,"94 rue Marie de Médicis",French,HenrietteRobitaille@jourrapide.com,01.08.26.59.38,64.6,MasterCard,5518089421046829,113,4/2017,"2002 Opel Concept M"
2322,Mavise,Bureau,2/18/1942,"49 rue du Fossé des Tanneurs",French,MaviseBureau@gustr.com,01.12.92.68.26,68.2,MasterCard,5419835561849517,766,9/2020,"2002 Skoda Superb"
2327,Ancelina,Alexandre,8/18/1968,"93 rue Adolphe Wurtz",French,AncelinaAlexandre@fleckens.hu,02.29.31.06.06,85.0,Visa,4556819738892812,743,9/2020,"2004 Chevrolet Impala"
2329,Yolette,Casgrain,1/2/1947,"39 avenue Jules Ferry",French,YoletteCasgrain@fleckens.hu,01.78.55.49.19,53.1,Visa,4716310932258171,263,5/2021,"2001 Kia Carens"
2330,Ninette,Brunault,6/14/1970,"19 rue du Président Roosevelt",French,NinetteBrunault@rhyta.com,01.78.63.96.37,51.0,MasterCard,5290962452562191,133,12/2019,"2006 Panoz Esperante"
2331,Raison,Deschamps,7/25/1954,"94 rue de la Boétie",French,RaisonDeschamps@rhyta.com,01.86.06.32.85,76.0,Visa,4716774334608871,117,1/2020,"1998 Oldsmobile Alero"
2332,Leone,CinqMars,3/22/1998,"88 boulevard Albin Durand",French,LeoneCinqMars@armyspy.com,01.23.03.88.72,48.0,Visa,4485037485098311,039,9/2021,"2007 Volvo XC70"
2334,Valentine,Marcoux,9/15/2000,"36 rue de la République",French,ValentineMarcoux@rhyta.com,03.57.51.14.79,42.0,MasterCard,5440107252244017,355,8/2021,"2012 Hyundai Grandeur"
2337,Diane,St-Pierre,1/15/1997,"63 Rue St Ferréol",French,DianeSt-Pierre@teleworm.us,03.46.84.04.97,65.8,Visa,4556374748850475,535,7/2021,"2009 Acura TL"
2338,Eloise,Beaulieu,1/13/1936,"90 rue Charles Corbeau",French,EloiseBeaulieu@jourrapide.com,02.56.86.57.57,53.0,MasterCard,5539412801188398,894,6/2020,"2012 Aston Martin Rapide"
2339,Susanne,Marois,2/6/1983,"13 rue Charles Corbeau",French,SusanneMarois@dayrep.com,05.43.84.30.27,99.6,MasterCard,5334778754687827,732,4/2021,"2000 Ford Equator"
2341,Parfait,Mailly,2/22/1966,"96 rue de l'Epeule",French,ParfaitMailly@einrot.com,01.93.06.41.32,86.2,Visa,4716714028364431,264,11/2021,"1993 Volvo 850"
2342,Amabella,Leduc,10/17/1982,"3 rue Marguerite",French,AmabellaLeduc@einrot.com,01.09.77.80.57,52.9,Visa,4539970427743295,510,3/2020,"2008 BMW M3"
2344,Fanchon,Pépin,6/25/1943,"75 Rue Hubert de Lisle",French,FanchonPepin@dayrep.com,03.58.46.75.08,95.7,Visa,4716699315677415,356,2/2017,"2012 Fiat Ulysse"
2345,Élisabeth,Cousteau,7/2/1959,"2 boulevard d'Alsace",French,ElisabethCousteau@cuvox.de,04.14.86.98.71,80.6,MasterCard,5397599834269947,416,10/2021,"1993 Toyota Century"
2346,Marmion,Proulx,12/22/1961,"41 rue Petite Fusterie",French,MarmionProulx@superrito.com,03.54.00.30.63,75.9,MasterCard,5189936352505058,587,5/2021,"2002 Pontiac Aztek"
2351,René,Bilodeau,10/5/1974,"61 Rue Hubert de Lisle",French,ReneBilodeau@dayrep.com,05.86.65.33.83,105.1,MasterCard,5469090874986999,239,10/2020,"2012 Audi TT"
2352,Dielle,Royer,7/5/1946,"95 rue de la République",French,DielleRoyer@rhyta.com,04.25.93.52.30,79.3,MasterCard,5158761683305524,299,9/2017,"2007 Mazda B4000"
2353,Alita,Gauvin,6/17/1957,"12 avenue Jules Ferry",French,AlitaGauvin@teleworm.us,03.04.24.06.48,99.1,MasterCard,5304624801989418,408,1/2020,"2010 Hyundai H1"
2359,Avenall,Chartier,1/8/1999,"16 rue de Raymond Poincaré",French,AvenallChartier@superrito.com,02.46.58.68.95,87.6,MasterCard,5403863867837950,703,1/2019,"2009 Daihatsu Sirion"
2373,Grégoire,Lanteigne,6/30/1969,"70 Place Napoléon",French,GregoireLanteigne@armyspy.com,03.88.71.51.23,100.7,MasterCard,5544786576919308,250,7/2017,"1992 Peugeot 504"
2375,Yolette,Duval,9/7/1996,"73 rue Gustave Eiffel",French,YoletteDuval@fleckens.hu,04.79.41.77.71,75.6,MasterCard,5513090389852799,044,2/2019,"2000 BMW 320"
2377,Flordelis,Barrière,2/24/1933,"54 rue Lenotre",French,FlordelisBarriere@fleckens.hu,01.89.39.48.86,68.5,MasterCard,5174230663445551,219,10/2020,"1996 Nissan Stagea"
2379,Arnaude,"de Brisay",7/28/1944,"31 rue du Général Ailleret",French,ArnaudedeBrisay@cuvox.de,03.85.19.33.01,80.6,MasterCard,5176784917396349,275,5/2020,"2005 Ford GT"
